153,1.52,13.64,3.65,0.65,73,0.06,8.93,0,0,3
154,1.52,13.42,3.4,1.22,72.69,0.59,8.32,0,0,3
157,1.52,13.41,3.39,1.28,72.64,0.52,8.65,0,0,3
158,1.52,14.03,3.76,0.58,71.79,0.11,9.65,0,0,3
159,1.52,13.53,3.41,1.52,72.04,0.58,8.79,0,0,3
160,1.52,13.5,3.36,1.63,71.94,0.57,8.81,0,0.09,3
162,1.52,13.64,3.54,0.75,72.65,0.16,8.89,0.15,0.24,3
163,1.52,14.19,3.78,0.91,71.36,0.23,9.14,0,0.37,3
164,1.52,14.01,2.68,3.5,69.89,1.68,5.87,2.2,0,5
165,1.52,12.73,1.85,1.86,72.69,0.6,10.09,0,0,5
166,1.52,11.56,1.88,1.56,72.86,0.47,11.41,0,0,5
168,1.52,12.64,0,1.65,73.75,0.38,11.53,0,0,5
169,1.52,12.86,0,1.83,73.88,0.97,10.17,0,0,5
171,1.52,13.44,0,1.58,72.22,0.32,12.24,0,0,5
175,1.52,12.85,1.61,2.17,72.18,0.76,9.7,0.24,0.51,5
176,1.52,12.97,0.33,1.51,73.39,0.13,11.27,0,0.28,5
177,1.52,14,2.39,1.56,72.37,0,9.57,0,0,6
179,1.52,14.46,2.24,1.62,72.38,0,9.26,0,0,6
183,1.52,14.15,0,2.09,72.74,0,10.88,0,0,6
184,1.52,14.56,0,0.56,73.48,0,11.22,0,0,6
185,1.51,17.38,0,0.34,75.41,0,6.65,0,0,6
192,1.52,14.85,0,2.38,73.28,0,8.76,0.64,0.09,7
193,1.52,14.2,0,2.79,73.46,0.04,9.04,0.4,0.09,7
195,1.52,14.56,0,1.98,73.29,0,8.52,1.57,0.07,7
196,1.52,14.14,0,2.68,73.39,0.08,9.07,0.61,0.05,7
198,1.52,14.7,0,2.34,73.28,0,8.95,0.66,0,7
200,1.52,15.01,0,2.51,73.05,0.05,8.83,0.53,0,7
204,1.52,14.8,0,1.99,73.11,0,8.28,1.71,0,7
205,1.52,14.95,0,2.27,73.3,0,8.71,0.67,0,7
206,1.52,14.95,0,1.8,72.99,0,8.61,1.55,0,7
207,1.52,14.94,0,1.87,73.11,0,8.67,1.38,0,7
208,1.52,14.39,0,1.82,72.86,1.41,6.47,2.88,0,7
209,1.52,14.37,0,2.74,72.85,0,9.45,0.54,0,7
210,1.52,14.14,0,2.88,72.61,0.08,9.18,1.06,0,7
211,1.52,14.92,0,1.99,73.06,0,8.4,1.59,0,7
213,1.52,14.38,0,1.94,73.61,0,8.48,1.57,0,7
214,1.52,14.23,0,2.08,73.36,0,8.62,1.67,0,7
